id,first_name,last_name,birth_date,average_mark,count_of_lessons_absent,count_of_lessons_sick,gender,city
773,Jean,Paul,2008-02-27,81,9,7,Male,Berthelot
774,Michèle,Caron,2004-11-02,93,3,3,Female,Kleinnec
775,Adélaïde,Guillot,2003-12-01,87,0,0,Female,Delaunay
776,Thomas,Caron,2008-11-14,16,0,0,Male,Simon-la-Forêt
777,Céline,Da Silva,1996-03-25,77,9,1,Female,Vincent-sur-Mer
778,Hugues,Hoarau,1997-05-22,8,3,0,Male,Fouquetnec
779,Charlotte,Bourdon,2009-02-12,20,1,0,Female,Aubry-la-Forêt
780,Zacharie,Guibert,2002-10-27,57,10,7,Male,Gautier
781,Claude,Roger,2004-04-16,10,3,3,Female,Auger-la-Forêt
782,Sylvie,Poirier,2005-07-21,35,7,4,Female,Dijoux
783,Patrick,Masson,2003-10-08,30,2,1,Male,GauthierBourg
784,Richard,Lopez,2000-03-28,44,0,0,Male,Saint Alain
785,Matthieu,Rodriguez,1995-07-10,93,7,3,Male,Valette
786,Tristan,Lesage,2008-11-16,69,1,1,Male,Sainte Édith-les-Bains
787,Bertrand,Navarro,2001-05-03,89,5,4,Male,Pascal-sur-Mer
788,Daniel,Mendès,2006-09-06,1,9,9,Male,Saint Thomas
789,Hélène,Chauvin,1999-06-02,50,2,1,Female,Gosselin-sur-Chevallier
790,Zoé,Pinto,1998-06-10,24,8,5,Female,Mercier-la-Forêt
791,Hugues,Payet,2003-11-01,29,0,0,Male,HamonVille
792,Thierry,Durand,1999-07-15,61,8,6,Male,Mallet
793,Valérie,Perrin,2007-05-05,9,5,0,Female,Hubertdan
794,Jérôme,Didier,1994-09-21,71,7,2,Male,Dijoux-sur-Fleury
795,Françoise,Millet,2006-12-17,29,4,3,Female,Dias
796,Claudine,Le Roux,2002-09-23,7,9,2,Female,Marty
797,Chantal,Rocher,2001-12-03,84,6,5,Female,Collin
798,Daniel,Lagarde,2003-12-11,19,0,0,Male,Brunel-sur-Vaillant
799,Thibaut,Laine,2001-10-20,40,2,2,Male,Bègue-sur-Gilles
800,Alex,Ramos,1997-06-17,44,5,1,Female,Gomes
801,Maurice,Carpentier,1997-03-06,21,7,0,Male,Sainte William
802,Zoé,Brun,1996-12-11,59,9,6,Female,Bazindan
803,Susanne,Fleury,2005-12-24,71,1,0,Female,Sainte Susannedan
804,Michel,Brun,2006-07-19,92,6,5,Male,Sainte Nicolas-sur-Mer
805,Emmanuel,Hoareau,1999-10-19,100,1,1,Male,Saint Manon
806,Bertrand,Pascal,2003-12-18,70,8,7,Male,Sainte Pauline-la-Forêt
807,Noël,Blanchard,2008-01-27,84,9,6,Male,Neveu
808,Benjamin,Pruvost,2005-02-12,50,9,7,Male,Bernier
809,Luc,Petitjean,2008-03-15,78,0,0,Male,Bigot
810,Andrée,Ferrand,1996-07-25,15,8,3,Female,Loiseau
811,Inès,Couturier,2002-04-28,7,5,4,Female,Saint Pauline-la-Forêt
812,Suzanne,Boulay,2005-08-25,10,9,9,Female,Roger-sur-Guérin
813,Thérèse,Labbé,2006-03-03,22,3,3,Female,Saint MichelleVille
814,Tristan,Mace,2000-03-04,33,2,2,Male,Techer
815,Laetitia,De Sousa,2005-11-11,53,1,1,Female,François-sur-Lelièvre
816,Denis,Roux,2003-05-30,52,6,3,Male,Le Gall
817,Alexandria,Rivière,2003-04-08,1,7,6,Female,Lejeune
818,Corinne,Lemaître,2000-12-05,28,8,8,Female,Guyot-les-Bains
819,Suzanne,Berger,1996-12-24,82,2,2,Female,Saint Nicolas
820,Éléonore,Brunel,1998-10-25,7,10,8,Female,Michaud-sur-Letellier
821,Élise,Guillon,2006-12-01,84,3,1,Female,Maury-sur-Garcia
822,Thierry,Weber,2001-04-07,12,3,3,Male,Bousquet
823,Marguerite,Potier,2002-04-05,32,9,7,Female,Legros
824,Catherine,Vasseur,1997-02-08,61,7,1,Female,PagesBourg
825,René,Chauveau,2001-11-29,57,6,2,Male,Duvaldan
826,Madeleine,Fouquet,2003-04-28,88,4,1,Female,Menard
827,Roger,Jacquot,2006-01-29,53,9,6,Male,Gilles-les-Bains
828,Jérôme,Leduc,2006-02-02,82,8,7,Male,Besson
829,Michel,Guérin,1999-06-10,5,5,5,Male,Sainte Franck
830,Jacques,Langlois,2005-05-05,75,8,5,Male,Sainte Tristan
831,Marthe,Leclerc,1997-11-10,89,3,0,Female,Sainte Manon
832,Adrien,Thierry,1994-07-30,94,2,0,Male,Saint Madeleine
833,Jacqueline,Blondel,2000-03-06,50,3,0,Female,Leducboeuf
834,Léon,Letellier,2004-05-06,76,6,0,Male,Lesage-les-Bains
835,Jacques,Jean,2007-06-19,19,9,3,Male,Saint Sabine
836,Noël,Ramos,1998-02-02,100,5,1,Male,Wagner
837,Christine,Bègue,1996-07-27,26,10,8,Female,Boyer-sur-Mer
838,Juliette,Richard,1997-12-03,54,7,0,Female,PetitjeanVille
839,Laure,Leleu,1999-03-21,21,10,6,Female,Cousin
840,Anne,Colin,2008-10-14,100,9,8,Female,Delaunayboeuf
841,Thierry,Delmas,1997-05-14,45,1,0,Male,Boucher
842,Patrick,Bodin,1994-12-10,34,4,3,Male,Guillon
843,Alfred,Lebreton,2008-09-02,11,4,3,Male,Pottierdan
844,Timothée,Didier,2000-05-13,59,10,8,Male,Sainte Édith-sur-Mer
845,Jean,Étienne,2000-06-08,51,0,0,Male,Sainte Odette
846,Olivier,Guillou,1994-08-11,7,6,2,Male,Rémy
847,Thibaut,Pons,2001-10-06,46,1,1,Male,Blot
848,Susanne,Roy,2000-12-09,35,1,1,Female,Guilletdan
849,Suzanne,Faure,1994-05-18,99,7,6,Female,Saint AugustinBourg
850,Patrick,Garnier,2001-09-27,41,1,1,Male,Lebreton
851,Daniel,Jourdan,2005-04-12,20,2,0,Male,Lenoir
852,Susanne,Garcia,2008-04-07,84,6,6,Female,Allardnec
853,Benoît,Laporte,1994-12-01,89,2,1,Male,Bailly-sur-Mer
854,Margaud,Texier,2000-09-11,84,9,2,Female,Coulon-sur-Verdier
855,Olivier,Briand,2005-12-04,72,3,3,Male,Antoine
856,Chantal,Chevallier,1998-11-26,4,2,2,Female,Gauthier
857,Robert,Moulin,2004-01-23,51,9,2,Male,Sainte Bernard
858,Roger,Hebert,2008-04-15,2,0,0,Male,Lopez
859,Hugues,Masson,2004-11-03,1,7,4,Male,Pinto
860,Benoît,Ferreira,2005-08-05,55,8,3,Male,Sainte Antoinettenec
861,Marcelle,Letellier,1995-03-22,8,8,4,Female,Barthelemy
862,Auguste,Peron,2005-04-18,95,8,5,Male,Clément
863,Vincent,David,1994-10-24,17,7,2,Male,Techer
864,Margaux,Lévêque,2006-05-10,54,5,1,Female,Joubert-sur-Gomez
865,Éléonore,Joubert,1997-03-27,41,0,0,Female,DumontBourg
866,Auguste,Lesage,2007-10-04,33,6,0,Male,Pereznec
867,Caroline,Bonneau,1995-02-11,82,0,0,Female,Leducboeuf
868,Noémi,Rodriguez,2000-11-26,6,2,2,Female,Gay
869,Stéphane,Jacquot,2001-10-06,75,5,0,Male,Duval
870,Gabriel,Henry,1998-08-18,47,5,4,Male,De Sousaboeuf
871,Audrey,Dupré,1998-07-22,48,8,7,Female,Sainte Lucas
872,Louis,Garcia,2002-03-10,4,2,1,Male,Chauveaunec
873,Éric,Rolland,1999-07-02,2,1,1,Male,Parent
874,Julie,Martin,2009-01-23,10,2,1,Female,Neveu-sur-Blanchet
875,Hortense,Marques,1993-08-24,27,5,5,Female,Sanchez
876,Jeannine,Charpentier,2002-04-02,34,1,1,Female,Pruvost
877,Camille,Da Silva,2003-03-24,69,9,8,Female,ChauvetBourg
878,Louis,Lemaître,2001-11-01,43,6,3,Male,De Oliveira
879,Benjamin,Collet,1996-10-21,26,3,2,Male,LaporteBourg
880,Michelle,Lévêque,1993-05-07,7,7,4,Female,Sainte Margotnec
881,Amélie,Weiss,2003-08-22,53,6,4,Female,Roussel
882,Michèle,Bonneau,2000-11-13,43,4,2,Female,Pierreboeuf
883,Denis,Durand,1999-08-26,70,1,1,Male,Saint Philippine
884,Gilbert,De Sousa,2007-11-14,61,8,7,Male,Laporte
885,Benoît,Pereira,1999-02-16,5,1,1,Male,Sainte Christelle
886,Gérard,Pascal,2008-07-30,81,8,7,Male,Lenoir-sur-Mer
887,Emmanuel,Garnier,2006-07-19,6,10,5,Male,Perrier
888,Claudine,Dubois,2006-05-15,18,9,5,Female,Gaillard-sur-Lemaire
889,Yves,De Oliveira,1997-10-01,68,1,1,Male,RocherVille
890,Nathalie,Gilles,1998-03-07,65,5,2,Female,Besson-les-Bains
891,William,Lemoine,2003-12-17,86,8,6,Male,Martineau
892,Corinne,Mercier,1998-04-13,100,5,5,Female,Lenoir
893,Mathilde,Diallo,2001-02-16,87,3,3,Female,Delahaye-sur-Bourgeois
894,Arnaude,Leclercq,2008-07-05,39,9,9,Female,TurpinBourg
895,Bernard,Lacroix,2006-06-10,49,3,0,Male,Sainte Adélaïdedan
896,Christelle,Gauthier,1994-07-02,63,10,10,Female,Antoinenec
897,Rémy,Picard,2008-12-25,15,2,0,Male,Laine
898,Michelle,Barbe,1993-07-15,33,9,0,Female,Saint Susan
899,Éric,Benard,2002-12-07,35,10,0,Male,Morindan
900,Clémence,Mahe,2007-06-09,46,9,1,Female,Chevalier
901,Sébastien,Couturier,2005-11-09,4,5,2,Male,Noël-sur-Mer
902,Corinne,Navarro,1999-06-12,30,10,7,Female,Sanchez
903,Marcel,Maillard,1994-01-03,23,10,8,Male,Bouvet
904,Océane,Clerc,1995-02-05,78,3,1,Female,Grenier
905,Adrienne,Mahe,1996-01-23,54,9,9,Female,Andre-sur-Bonnin
906,Louis,Fernandes,1997-08-26,82,6,5,Male,Courtois
907,Laurent,Roger,2007-01-04,86,2,0,Male,Moreno-les-Bains
908,Daniel,Navarro,2006-08-17,50,9,2,Male,Mercier
909,Alexandre,Pelletier,2005-10-19,52,3,3,Male,Sainte Sébastien-les-Bains
910,Honoré,Michaud,2006-02-05,91,8,6,Male,Langlois-les-Bains
911,Adrienne,Marques,2002-05-22,38,0,0,Female,Allard
912,Nath,Maillot,2004-02-11,59,6,4,Female,Guyon
913,Michelle,Hernandez,1997-09-05,73,4,2,Female,Barbier
914,Alphonse,Gomes,2006-10-14,85,7,1,Male,Faivre
915,Alfred,Costa,2004-12-28,61,5,2,Male,Sainte Marguerite
916,Louis,Colas,2004-03-06,74,2,0,Male,Parent
917,William,Bonnet,2007-01-19,84,9,9,Male,Sainte Thibaut
918,Lorraine,Raynaud,2008-04-30,38,0,0,Female,Pineau-sur-Germain
919,Denise,Lemaître,2004-05-25,59,6,5,Female,Étiennedan
920,Marcel,Besson,1996-12-21,2,10,6,Male,Saint Augustin
921,Geneviève,Marie,2007-07-01,53,10,3,Female,Laroche-les-Bains
922,Marie,Pineau,1995-02-19,54,4,4,Female,Lecomte-les-Bains
923,Zoé,Legros,2005-05-09,26,10,10,Female,Perrin
924,Alix,Giraud,2002-04-07,92,3,3,Female,Foucher
925,Édouard,Perez,2006-12-14,18,9,7,Male,Saint Constance-sur-Mer
926,Constance,Delattre,2001-10-16,37,0,0,Female,Antoine
927,Hélène,Prévost,2004-09-22,16,8,6,Female,Parent
928,Christelle,Maillot,1996-08-14,88,5,3,Female,Sainte Susanne-sur-Mer
929,Lucie,Boutin,1993-06-13,26,1,0,Female,Saint Stéphanie-les-Bains
930,Michel,Boulanger,2004-10-16,57,10,3,Male,Lagarde
931,Noël,Dupont,1999-06-10,28,0,0,Male,Diaz
932,Rémy,Thierry,2007-02-21,53,5,1,Male,Pereira
933,Édith,Launay,1995-02-20,89,8,1,Female,Jacobnec
934,Éric,Weiss,2002-03-05,100,6,4,Male,Roche
935,Guillaume,Coste,2005-03-01,52,7,6,Male,CosteVille
936,Monique,Teixeira,1994-08-08,19,0,0,Female,Saint Marguerite
937,Thierry,Lévy,2002-03-29,18,4,1,Male,Thierry
938,Danielle,Pascal,2003-05-16,22,1,1,Female,Ramos
939,Emmanuel,Techer,2001-04-02,16,0,0,Male,Vaillant
940,René,Perrin,1996-02-25,37,4,1,Male,Sainte Édouard-les-Bains
941,Pauline,Charpentier,2000-06-02,66,8,2,Female,Duval
942,Victor,Laine,1995-06-04,24,2,2,Male,Chauvin-les-Bains
943,Christine,Raymond,2008-07-31,57,6,6,Female,Ollivier
944,Patricia,Bonnin,2005-07-20,46,2,0,Female,Bouvet
945,Charles,Lebreton,1999-11-03,29,1,0,Male,Robert
946,Julien,Bailly,2007-01-29,24,4,3,Male,Bailly-la-Forêt
947,Julien,Maurice,1999-05-25,56,3,0,Male,Hernandez-sur-Colas
948,Claudine,Prévost,1994-06-30,65,0,0,Female,Lebreton
949,Susanne,Lamy,1998-05-09,39,7,1,Female,Klein
950,Marc,Joubert,1999-09-22,14,4,1,Male,Sainte Alphonse-sur-Mer
951,Émilie,Lambert,2002-01-03,42,9,8,Female,Schneider-les-Bains
952,Richard,Mallet,2007-05-07,38,0,0,Male,Saint Christelle
953,Joséphine,Collet,2004-08-12,66,2,2,Female,Saint Antoine-la-Forêt
954,René,Ribeiro,2004-03-05,49,8,5,Male,Breton
955,Yves,Cousin,2004-10-10,3,2,2,Male,Berthelotdan
956,Gabrielle,Léger,2004-10-17,82,2,0,Female,Rousseau
957,Antoine,Costa,1998-05-08,21,10,9,Male,Payet-la-Forêt
958,Alice,Monnier,1999-11-19,38,7,5,Female,SchmittBourg
959,Anastasie,Pineau,2000-04-02,33,0,0,Female,Lombard-sur-Pruvost
960,Nathalie,Becker,1996-08-11,53,1,1,Female,Pelletier-les-Bains
961,Nath,Albert,2000-08-21,77,6,3,Female,Merleboeuf
962,Bernard,Leduc,2007-03-23,37,1,1,Male,Colin-sur-Delmas
963,Rémy,Marchand,2004-12-21,52,4,3,Male,Gosselin
964,Édouard,Fabre,2004-01-03,56,7,3,Male,Schneiderboeuf
965,Rémy,Guérin,1998-03-07,37,1,1,Male,Imbert
966,Thibaut,Leblanc,1996-11-13,69,4,0,Male,Bigotnec
967,Thérèse,Dumont,2000-02-06,66,0,0,Female,Charpentier
968,Roland,Renard,2006-05-18,50,3,0,Male,Loiseau-sur-Gonzalez
969,Vincent,Lesage,2004-06-04,87,10,4,Male,Cordier
970,Zoé,Charpentier,1995-06-30,80,10,7,Female,Sainte Valentineboeuf
971,Yves,Peltier,2004-03-19,13,4,0,Male,Guyon
972,Richard,Moreau,1996-04-15,13,2,2,Male,Saint Lucas-sur-Mer
973,Claude,Toussaint,2000-08-24,78,1,1,Female,Charrier
974,Marcel,Delmas,1995-04-29,67,7,5,Male,RocherBourg
975,Gabriel,Bonneau,1998-08-10,85,7,2,Male,Bodin
976,Mathilde,Sauvage,2003-11-01,7,5,0,Female,Sainte Cécile
977,Thibault,Mace,1996-08-27,6,9,8,Male,Thibault
978,Jeanne,Imbert,2007-11-09,70,2,1,Female,LefebvreVille
979,Christiane,Diaz,2004-01-01,72,6,2,Female,Andre-les-Bains
980,Guillaume,Mahe,1995-04-11,64,4,4,Male,Dumas
981,Antoine,Petit,2008-03-30,18,10,10,Male,Renaud
982,Colette,Pierre,2004-03-08,33,6,4,Female,Léger
983,Antoine,Valentin,2003-11-05,56,7,0,Male,Neveu
984,Claire,Morel,2005-03-21,62,9,0,Female,Sainte VéroniqueBourg
985,Paul,Labbé,2000-01-20,51,0,0,Male,Saint Margaux
986,Claire,Boutin,2001-09-28,53,0,0,Female,Lacroixboeuf
987,Roland,Lenoir,1996-06-26,42,4,0,Male,Lucasnec
988,Michelle,Lévy,2001-12-21,96,9,4,Female,Bègue-sur-Perrier
989,Jean,Huet,2002-04-04,12,9,3,Male,Vaillant
990,Élise,Cohen,1993-10-13,19,7,5,Female,Chauvet
991,Thibault,Lelièvre,2005-05-06,27,0,0,Male,Saint Louisenec
992,Eugène,Cohen,2003-01-24,82,10,1,Male,Sainte Élodie
993,Guy,Morel,2004-11-20,24,5,0,Male,Saint Marcelle
994,Pierre,Gérard,2007-09-19,69,2,2,Male,Lecomte
995,Frédéric,Prévost,2001-08-04,89,9,8,Male,Devaux
996,Marie,Lopez,2000-12-09,40,0,0,Female,Tanguy
997,Capucine,Roussel,2007-06-08,96,6,1,Female,Torres-sur-Normand
998,Tristan,Imbert,2006-06-19,59,5,4,Male,Joubert
999,Sébastien,Chauvin,2008-01-02,62,0,0,Male,Sainte Guynec
